Year,Week,week_start,week_start_num,week_end,week_end_num,Sex,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73,A74,A75,A76,A77,A78,A79,A80+
2020,26,2020-06-22,2020.4726775956285,2020-06-28,2020.4890710382513,male,0.0022360480753789583,0.0019396361744404699,0.0022880503374788598,0.0013832183968856015,0.001877233884274619,0.0015444229347952216,0.0011752132799592396,9.464086123428451e-4,0.0025740637086042453,0.002355653355952701,0.0025740637086042453,0.0016484261276904955,0.002142444134650337,0.0016172251479788346,0.0030212877692570046,0.0017628298801369115,0.0014612205302433198,0.002652067628300581,0.002839277512982304,0.0029588841810546545,0.002995286265072126,0.003125293916023304,0.0029432832957010753,0.003629726678935282,0.00427977611520186,0.002969284773888745,0.0038741443136664456,0.004170567241980617,0.0038117397019696124,0.003203298662611505,0.0031200936037415155,0.003988552962963668,0.003546520937736729,0.0029016809576542517,0.003348907835987936,0.0031720967499333595,0.0019396361744404699,0.003801338940633584,0.004404586536875719,0.0023348524178297934,0.0035881237916937088,0.002652067628300581,0.0028964806677350525,0.0027196711200199947,0.003099292359832304,0.002516860908522644,0.0035881237916937088,0.0035725227175621927,0.004394185656960979,0.002272449653385527,0.0036037248705116445,0.0030264880716576255,0.002194446303142263,0.00153402262694581,0.0014976215658567178,0.001570423713516406,0.0018460327672737322,0.0014976215658567178,0.0013260169067880205,0.0014352198061252915,0.001331217039648678,5.148025482771891e-4,0.0012896159913068346,0.0012376147276746286,8.892076027462617e-4,9.360084240991387e-4,7.54005466554319e-4,7.904060071005078e-4,5.720031460221995e-4,4.732021530722362e-4,0.0016796271261233435,1.2480014975805513e-4,5.56402976762801e-4,4.5240196794999024e-4,3.5880123786735196e-4,0.0016796271261233435,0.0016016246651463287,8.060062465617456e-4,8.580070785765575e-4,7.384052426877714e-4,8.892076027462617e-4
2020,26,2020-06-22,2020.4726775956285,2020-06-28,2020.4890710382513,female,0.0011128119071272355,0.0012272144811884878,0.0029432832957010753,0.0015912243458562276,0.00131041651131466,0.0021788456471371156,0.001653626292798774,0.0015756238708242005,0.003016087467382218,0.002199646522854582,0.0018564331375272125,0.00232445195188862,0.0018408325829299343,9.98409584762529e-4,0.0024804591594204378,0.001586024186994111,0.002111242858517245,0.0029588841810546545,0.0016588264584213117,0.002267249426398356,0.0017576297041079169,0.0022308478520263295,0.0017992311268777742,0.0025220611604778874,0.003203298662611505,0.003250101566730168,0.002506460406183855,0.0035153188191119765,0.002584464224470131,0.0038533427681110123,0.00277167386576647,0.0029900859657976397,0.002080041601111447,0.0022204474068869785,0.002932882708067575,0.00261566578454326,0.0032345005940119563,0.002111242858517245,0.002761273312456735,0.002766473588848688,0.0028496780818937227,0.0019604369544703195,0.002095642227474157,0.002012438940941929,0.0034425139484697983,0.00277167386576647,0.0024024554971491235,0.0019500365634153166,0.002314051488027633,0.002293250566546213,0.002397255257160785,0.0024908596565645005,0.00127401560675402,0.0013988188142001,0.0017420291791526898,0.00144041994990653,0.001788830768065096,0.001653626292798774,0.001788830768065096,8.684072512197225e-4,8.164064088045757e-4,8.424068235148251e-4,8.944076919308274e-4,0.001378018258824673,2.808007581650308e-4,8.736073383242176e-4,8.892076027462617e-4,5.096024970536484e-4,4.10801622665926e-4,7.384052426877714e-4,2.1320043705866555e-4,4.4720192297233825e-4,6.188036818867976e-4,2.6520067626126557e-4,6.084035591650503e-4,0.0010452105043990622,5.304027050563269e-4,7.904060071005078e-4,6.916045991804607e-4,5.720031460221995e-4,9.98409584762529e-4
2020,27,2020-06-29,2020.4918032786886,2020-07-05,2020.5081967213114,male,0.0018408325829299343,0.0011648130459536755,0.001778430411332561,0.002012438940941929,0.002002038539491907,0.0015444229347952216,0.00144041994990653,8.112063274260393e-4,0.001357217711769687,0.0016640266245696565,0.0017576297041079169,0.001783630589441697,0.0013416173069358463,5.408028121777293e-4,0.001097211575622629,0.0017628298801369115,7.956060864047533e-4,0.001721228486489026,0.002194446303142263,0.0022204474068869785,0.0024180562202402007,0.0029016809576542517,0.0032657025441347374,0.0024908596565645005,0.003655728500360734,0.003499717766823437,0.004394185656960979,0.0035569216481055464,0.003312505504420438,0.003983352564350079,0.0031200936037415155,0.0021736454295049716,0.0022152471851002564,0.0026312665716063024,0.002043640157790284,0.0028808798011093497,0.0026208660463794796,0.0023400526515775636,0.0018200318507435628,0.0028184763814001475,0.0022308478520263295,0.0023452528858511536,0.0016588264584213117,0.0028236766635127155,0.0019240355948756038,0.003068090509561685,0.002610465523232866,0.00238165454030451,0.002397255257160785,0.0017264286588720033,0.0013156166426210114,0.0015548232447247564,0.0017992311268777742,0.001378018258824673,0.0014196193778902011,0.0014196193778902011,0.0016952276323631062,9.724090920553305e-4,0.001560023400466684,0.001357217711769687,0.0015808240286462535,0.001378018258824673,9.204081456366061e-4,0.0010452105043990622,9.880093861184358e-4,8.320066560718302e-4,4.3160179114788905e-4,0.0010192099882909557,9.204081456366061e-4,5.928033789854071e-4,1.196001375407635e-4,2.496005990433212e-4,0.0011128119071272355,4.5240196794999024e-4,5.356027583599094e-4,8.372067395304327e-4,4.784022006557077e-4,4.836022487534156e-4,3.432011325633059e-4,4.4200187850892194e-4,8.216064907089019e-4
2020,27,2020-06-29,2020.4918032786886,2020-07-05,2020.5081967213114,female,0.001253215101301139,0.0023192517196952167,0.002542862173487819,0.002516860908522644,0.0017056279724545263,0.0016328256354974048,0.0034477142929898856,0.0017160283146203095,0.0015808240286462535,0.0016120249865165582,0.0024284567049030854,0.0014560203843819654,0.0011336123564175387,0.0012844158626006128,0.0018980346393426264,0.0018720336968105979,0.0022568489739783763,0.0016900274630945603,0.0017992311268777742,0.002267249426398356,0.0030108871660274915,0.0017368290052038353,0.0043161791239144645,0.0028652789391583914,0.002516860908522644,0.003478916371049182,0.003073290816637081,0.0023088512568800955,0.002584464224470131,0.002808075818729408,0.0035361202294481955,0.002698870036282934,0.0017940309472143036,0.0028964806677350525,0.0011700131626993324,0.0027144708483027614,0.0016172251479788346,0.00150802186641993,0.002563663194818565,0.001185613516044898,0.0017680300566801682,0.002376454302396363,0.002095642227474157,0.0034945174171026557,0.00150802186641993,0.0025480624280375427,0.0029432832957010753,0.0018408325829299343,0.002012438940941929,0.001196013754210651,0.0020384399536850103,0.0018304322157966753,0.00150802186641993,0.0012428148516948493,9.880093861184358e-4,9.880093861184358e-4,0.0010452105043990622,8.268065731274711e-4,0.0010868113572177433,7.904060071005078e-4,9.828092875793055e-4,0.001097211575622629,7.176049514830961e-4,5.51202921379175e-4,6.604041935742898e-4,7.800058500578373e-4,6.916045991804607e-4,5.096024970536484e-4,5.148025482771891e-4,3.172009674643959e-4,5.304027050563269e-4,4.4720192297233825e-4,8.632071646410181e-4,2.6520067626126557e-4,3.068009050637224e-4,8.684072512197225e-4,6.604041935742898e-4,6.604041935742898e-4,2.7560073034184584e-4,9.204081456366061e-4,8.944076919308274e-4
2020,28,2020-07-06,2020.5109289617487,2020-07-12,2020.5273224043715,male,7.904060071005078e-4,0.002584464224470131,0.0020332397500940035,0.0016328256354974048,0.002251648748545568,0.0019344359807302181,0.0022204474068869785,0.0018928344497984545,0.001357217711769687,6.916045991804607e-4,0.0014872212673678522,0.0013728181212779988,0.0017420291791526898,0.0017524295286047305,8.216064907089019e-4,0.0016276254724692577,0.0021268434942464864,0.001721228486489026,0.002194446303142263,0.0032084989832143057,0.002652067628300581,0.002007238739956898,0.004139364748900522,0.003213699304331398,0.0030264880716576255,0.0022256476291995183,0.002511660657093224,0.0030524895914443187,0.002808075818729408,0.0026208660463794796,0.002407655737663283,0.0029016809576542517,0.0025688634514484925,0.002360853591780659,0.0024180562202402007,0.0031720967499333595,0.0023296521845962968,0.002532461665942752,0.0021060426476514314,0.0025272614129474074,0.0019396361744404699,0.0023452528858511536,0.0018616333234368946,0.002511660657093224,0.002672868693315708,0.0017524295286047305,0.0021736454295049716,0.0018408325829299343,0.0026936697666516906,0.0019084350199968575,0.002459658171372907,0.0010608108203087946,0.0017992311268777742,0.00153402262694581,0.001570423713516406,7.488053914101972e-4,0.0011076117961076025,9.724090920553305e-4,0.0013260169067880205,0.0012792157344201902,9.1520805385195e-4,6.032034985870817e-4,8.268065731274711e-4,0.001331217039648678,9.880093861184358e-4,6.240037440305762e-4,7.54005466554319e-4,4.5240196794999024e-4,6.864045302822849e-4,9.464086123428451e-4,0.0013208167744416161,7.54005466554319e-4,9.776091895544216e-4,7.59205542212683e-4,5.356027583599094e-4,0.0010504106091842097,-0,3.2240099944185553e-4,0.0012012138740764501,4.4200187850892194e-4,5.668030890843131e-4
2020,28,2020-07-06,2020.5109289617487,2020-07-12,2020.5273224043715,female,0.0015288224737982639,0.0028600786528853693,0.0017368290052038353,0.0018564331375272125,0.0017056279724545263,0.0012272144811884878,0.0019344359807302181,0.001003609684867492,0.001721228486489026,0.0019032348294126095,0.002002038539491907,0.00131041651131466,8.476069080134612e-4,0.0012844158626006128,0.0014612205302433198,0.00144041994990653,0.001549623089497087,0.0019760375449502316,0.0012428148516948493,0.003198098342534541,0.002007238739956898,0.003224099948131548,0.0016796271261233435,0.002059240773237899,0.0024024554971491235,0.0020852418093770505,0.0019344359807302181,0.00209044201816847,0.0035569216481055464,0.0014560203843819654,0.002392055017686721,0.002028039547028811,0.0019864379412056275,0.002412855978691718,0.002636466834996906,0.0012064139944565,0.0018200318507435628,0.00131041651131466,0.0012792157344201902,0.0014820211189005771,0.001570423713516406,0.001653626292798774,0.001570423713516406,0.001378018258824673,0.0019344359807302181,0.0017732302337492335,0.001965637150774993,0.0018408325829299343,0.001003609684867492,0.0017420291791526898,9.776091895544216e-4,0.001331217039648678,0.00127401560675402,0.0010868113572177433,7.59205542212683e-4,4.5240196794999024e-4,0.0013416173069358463,6.032034985870817e-4,6.968046686044236e-4,4.732021530722362e-4,8.996077816296376e-4,9.256082379355073e-4,7.176049514830961e-4,6.448039977942706e-4,5.668030890843131e-4,3.9000146250986754e-4,5.928033789854071e-4,7.176049514830961e-4,6.188036818867976e-4,8.476069080134612e-4,6.396039335704413e-4,6.656042598781713e-4,8.632071646410181e-4,3.9520150176742684e-4,3.068009050637224e-4,3.4840116714657195e-4,6.604041935742898e-4,5.252026522785282e-4,4.1600166400929074e-4,0.0010348102963946028,6.552041277961948e-4
2020,29,2020-07-13,2020.5300546448088,2020-07-19,2020.5464480874316,male,0.0021060426476514314,0.002199646522854582,0.0022880503374788598,8.788074259429569e-4,0.0027508727612272207,0.0024492576804694376,0.0017004278021459124,0.0017576297041079169,0.0014924214163493834,0.0022204474068869785,0.0029796853688030733,0.0013728181212779988,0.0022776498808985165,0.0021528445641883763,0.0019188354027312412,0.0019032348294126095,0.0018616333234368946,0.001721228486489026,0.002194446303142263,0.00308369143235383,0.002303651026246831,0.003567322360554648,0.00261566578454326,0.004664609210849361,0.0033437075013491397,0.003390510531843826,0.003140894855977498,0.0028444777971750983,0.0027092705771113563,0.003203298662611505,0.002672868693315708,0.0029900859657976397,0.003364508843036276,0.0032657025441347374,0.002511660657093224,0.0029796853688030733,0.0022308478520263295,0.0027300716650088515,0.0024908596565645005,0.0028184763814001475,0.0025220611604778874,0.0028600786528853693,0.003416512233653071,0.002407655737663283,0.002137243920664269,0.0029588841810546545,0.0029380830016271825,0.0033541081711525736,0.0026936697666516906,0.002636466834996906,0.0013156166426210114,0.0021268434942464864,0.0019604369544703195,0.002298450796139386,0.0016484261276904955,0.0017940309472143036,0.0019188354027312412,0.001570423713516406,0.0011700131626993324,0.0011180120186726644,9.98409584762529e-4,0.001378018258824673,9.204081456366061e-4,0.0011388124700430575,0.001185613516044898,0.0011440125841828258,4.3160179114788905e-4,5.668030890843131e-4,5.720031460221995e-4,9.464086123428451e-4,4.784022006557077e-4,0.001003609684867492,0.001253215101301139,6.084035591650503e-4,0.0014248195201171272,0.0010504106091842097,8.008061662232416e-4,6.448039977942706e-4,0.0010296101931752911,1.4560020383879417e-4,7.956060864047533e-4
2020,29,2020-07-13,2020.5300546448088,2020-07-19,2020.5464480874316,female,0.002360853591780659,0.001362417847750506,9.360084240991387e-4,0.001721228486489026,0.0018356323991003999,0.002584464224470131,0.002210046963827805,0.0012896159913068346,0.0018668335098608409,0.0014664206766304769,0.0017160283146203095,0.0018928344497984545,0.0028288769461511125,0.0018564331375272125,0.0014612205302433198,0.003312505504420438,0.0019708373476054787,0.0033853101930444904,0.0035933241507815398,0.003068090509561685,0.003759735916092501,0.004466991860045813,0.0032397009177293707,0.0029796853688030733,0.0034321132609840565,0.00371293255327242,0.004440989632957202,0.0024180562202402007,0.0037701366691073185,0.0031200936037415155,0.004591802731076329,0.002506460406183855,0.002080041601111447,0.002314051488027633,0.0017576297041079169,0.002012438940941929,0.0022256476291995183,0.0019136352111011434,0.003348907835987936,0.0023712540650024897,0.0028496780818937227,0.003099292359832304,0.0016744269584206722,0.0028600786528853693,0.0019344359807302181,0.00277167386576647,0.0017472293536158062,0.0013000162502735818,0.002314051488027633,0.0018356323991003999,0.0020384399536850103,0.0015808240286462535,0.0014300196628583084,0.0011648130459536755,9.100079625930854e-4,0.001362417847750506,0.0013416173069358463,0.0010556107144836049,0.0012428148516948493,9.464086123428451e-4,7.332051691094672e-4,0.001263615352987529,9.828092875793055e-4,5.51202921379175e-4,7.54005466554319e-4,5.824032614637801e-4,0.0010868113572177433,8.164064088045757e-4,7.228050235071297e-4,7.384052426877714e-4,4.2640174825027215e-4,6.656042598781713e-4,8.632071646410181e-4,9.204081456366061e-4,7.644056183968352e-4,3.4840116714657195e-4,6.604041935742898e-4,0.0010556107144836049,4.1600166400929074e-4,5.720031460221995e-4,7.384052426877714e-4
2020,30,2020-07-20,2020.549180327869,2020-07-26,2020.5655737704917,male,0.0022360480753789583,0.0019396361744404699,0.0013988188142001,0.0018876342607685472,0.0025012601557887625,0.0024492576804694376,0.00144041994990653,0.0014872212673678522,0.0021684452123986444,0.0034685156762824733,0.002303651026246831,0.0032917041835359632,0.0029484835903008004,0.0017524295286047305,0.0031564958006180316,0.0027144708483027614,0.002787274699628602,0.002917281830520651,0.0050338436419635705,0.0032084989832143057,0.003801338940633584,0.0053562758529402035,0.004248573556591155,0.0037337340426538855,0.0043837847791265904,0.004238172707881602,0.005439484489999141,0.004066559004530959,0.0038117397019696124,0.003785737802527224,0.0028496780818937227,0.004170567241980617,0.003988552962963668,0.004082160226884292,0.003068090509561685,0.0032657025441347374,0.004560599985233796,0.002922482122514309,0.00411336268563894,0.004664609210849361,0.004269375260251284,0.0032657025441347374,0.002485659407735331,0.002298450796139386,0.003744134790467952,0.004711413430253976,0.004352582158105526,0.003894945867543119,0.0028964806677350525,0.003276103198336186,0.003250101566730168,0.0028600786528853693,0.002506460406183855,0.0029120815390412773,0.0020228393444778857,0.002095642227474157,0.0016224253099669165,0.0019448363686649871,0.0018720336968105979,0.002074841393360111,0.0019968383395411833,0.00206964118613459,0.0012896159913068346,8.580070785765575e-4,0.001388418535472331,9.360084240991387e-4,8.632071646410181e-4,0.0010192099882909557,8.060062465617456e-4,0.001185613516044898,9.620088986114335e-4,6.292038066885943e-4,0.001253215101301139,0.001362417847750506,0.0010712110335134644,0.0010504106091842097,0.0012792157344201902,9.672089950704858e-4,0.0010296101931752911,7.384052426877714e-4,7.280050960454046e-4
2020,30,2020-07-20,2020.549180327869,2020-07-26,2020.5655737704917,female,0.0025012601557887625,0.002043640157790284,0.0033437075013491397,0.0013260169067880205,0.0018356323991003999,0.0016328256354974048,0.0011024116856079911,0.0024336569480174867,0.002584464224470131,0.0020540405675667285,0.002142444134650337,0.002470058664356574,0.0026884694975347276,0.003286503854617896,0.0024804591594204378,0.002589664483180265,0.002397255257160785,0.003525719523239945,0.0031772970674157778,0.0049350341710758016,0.003759735916092501,0.004092561044388847,0.004555399529410808,0.00400935456260728,0.004919432692832402,0.004872628286199056,0.004898630729132204,0.003629726678935282,0.004420187860645602,0.004061358598116162,0.0037285336695298504,0.003182497385412486,0.0030264880716576255,0.003182497385412486,0.00430057783134404,0.003218899625968554,0.0038429419984537592,0.002412855978691718,0.0032553018920135506,0.003359308506831505,0.0035361202294481955,0.002995286265072126,0.0028288769461511125,0.0035985245103836694,0.0036609288662095077,0.003655728500360734,0.0035985245103836694,0.003359308506831505,0.002412855978691718,0.0023868547787384785,0.00150802186641993,0.0024908596565645005,0.002147644349162222,0.0019396361744404699,0.0020488403624213725,0.0018200318507435628,0.002012438940941929,0.001882434072264451,0.0013208167744416161,0.0018148316689941748,0.001388418535472331,8.424068235148251e-4,0.0013416173069358463,0.0014664206766304769,0.0010400104001397088,7.800058500578373e-4,7.904060071005078e-4,0.0010244100904702265,0.0010296101931752911,6.34403869872398e-4,5.304027050563269e-4,7.800058500578373e-4,4.940023465146336e-4,6.604041935742898e-4,7.644056183968352e-4,3.4840116714657195e-4,0.0011908136348706493,5.252026522785282e-4,6.916045991804607e-4,8.060062465617456e-4,9.98409584762529e-4
2020,31,2020-07-27,2020.568306010929,2020-08-02,2020.5846994535518,male,0.0022360480753789583,0.002459658171372907,0.0011440125841828258,0.0023868547787384785,0.001877233884274619,0.0015444229347952216,0.003790938181377859,0.0021684452123986444,0.0028444777971750983,0.004160166408873586,0.003790938181377859,0.0031564958006180316,0.0029484835903008004,0.0032345005940119563,0.0030212877692570046,0.0036661292325725816,0.0030524895914443187,0.003312505504420438,0.005548696028198445,0.005917936736990098,0.00645360045418919,0.005018242134080271,0.004903831219275663,0.005704712909223802,0.007207699505114218,0.004768618644508019,0.00512745278757404,0.006099957769517166,0.005819125586151741,0.004076959818915024,0.005881532606937609,0.003806539321038674,0.004342181288592536,0.0045345977113313085,0.0024180562202402007,0.003458114983596041,0.003302104842938069,0.0035049181170700625,0.003926148213960467,0.0032084989832143057,0.0038793447013583844,0.0034685156762824733,0.003936549000260211,0.005018242134080271,0.005132653300607687,0.004492994100142433,0.0042433731319792235,0.00497663813593485,0.0035933241507815398,0.0030940920501508267,0.0029900859657976397,0.0024544579256640347,0.0032084989832143057,0.0030628902030005773,0.002470058664356574,0.002917281830520651,0.002506460406183855,0.0017940309472143036,0.0021788456471371156,0.0021528445641883763,0.0019968383395411833,0.001549623089497087,0.0012896159913068346,0.001710828143277401,0.0012844158626006128,4.1600166400929074e-4,9.724090920553305e-4,0.0012428148516948493,0.0010348102963946028,9.464086123428451e-4,0.0013208167744416161,0.0016328256354974048,0.001253215101301139,0.001362417847750506,7.1240487998485e-4,0.0010504106091842097,0.0017576297041079169,0.0011284122433178158,8.580070785765575e-4,0.0013260169067880205,0.0014820211189005771
2020,31,2020-07-27,2020.568306010929,2020-08-02,2020.5846994535518,female,0.0019448363686649871,0.0024544579256640347,0.0017368290052038353,0.0013260169067880205,0.0019708373476054787,0.002314051488027633,0.002210046963827805,0.0031460951703395374,0.0015808240286462535,0.002932882708067575,0.0034321132609840565,0.004217371016703511,0.004810222476222118,0.003140894855977498,0.003796138560742797,0.0057567186402568615,0.003806539321038674,0.00521586157983388,0.0064952056340352796,0.006266377556829031,0.005891933784351191,0.007072480939606985,0.0051586558735601425,0.005725515195395651,0.0064067946666550996,0.005798323262531595,0.006146763280864589,0.005605902163555226,0.004524196805412104,0.0059335385148102425,0.0035361202294481955,0.003858543153722642,0.003499717766823437,0.0036661292325725816,0.0035153188191119765,0.004222571438720794,0.003738934416303768,0.004024955767797943,0.004732215319060305,0.0038533427681110123,0.0037337340426538855,0.004747816741133262,0.0038793447013583844,0.005293869462529797,0.005704712909223802,0.004544998619330876,0.005236663670438811,0.0035725227175621927,0.004222571438720794,0.0023868547787384785,0.002839277512982304,0.002158044779740347,0.0030212877692570046,0.0028704792259572447,0.0033385071672246357,0.0024284567049030854,0.0018616333234368946,0.0022568489739783763,0.001788830768065096,0.0020488403624213725,0.0011440125841828258,0.001518422169069036,9.828092875793055e-4,9.1520805385195e-4,9.464086123428451e-4,0.0014612205302433198,7.904060071005078e-4,0.0010244100904702265,5.148025482771891e-4,7.384052426877714e-4,6.396039335704413e-4,0.0012220143587225675,8.632071646410181e-4,0.0013156166426210114,0.0013728181212779988,0.001216814236782445,0.0011908136348706493,6.604041935742898e-4,8.268065731274711e-4,8.060062465617456e-4,0.00150802186641993
2020,32,2020-08-03,2020.5874316939892,2020-08-09,2020.603825136612,male,0.0025012601557887625,0.0027144708483027614,0.002158044779740347,0.002262049199925457,0.0021268434942464864,0.0024492576804694376,0.003790938181377859,0.004061358598116162,0.004472192307027267,0.004716613901673972,0.003790938181377859,0.0053510753175478225,0.004825823921693603,0.006464001746029936,0.005761919216217912,0.004482593202544671,0.005444685034233358,0.008346669838174052,0.010843130435630415,0.008882358575019015,0.012450290359226115,0.010375034944150853,0.009262024807791492,0.008190645030230759,0.008357071508682635,0.006677228687257503,0.007010072489501038,0.0077277741878464005,0.006822847588589405,0.0071868966259951515,0.005699512338984012,0.00561630328583662,0.005403080694905341,0.004352582158105526,0.004373383903372552,0.00528866893337292,0.005049445154527776,0.004576201355811764,0.005361476388858467,0.004180968077167981,0.005143054328229515,0.005205460537649154,0.004659408744630301,0.00512745278757404,0.005559097139037382,0.005257465769371192,0.005761919216217912,0.004544998619330876,0.004191368914435681,0.004638606884943447,0.0038689439265003588,0.004659408744630301,0.0029744850710829926,0.003525719523239945,0.0026208660463794796,0.002917281830520651,0.0031720967499333595,0.002095642227474157,0.002028039547028811,0.0027924749786266065,0.0031616961165344864,0.0021528445641883763,0.0026676684262789594,0.0010452105043990622,0.001783630589441697,0.0018668335098608409,0.0017264286588720033,0.0010192099882909557,0.001263615352987529,0.0010660109266482322,0.0012012138740764501,0.001003609684867492,0.00153402262694581,0.001518422169069036,0.0010712110335134644,8.372067395304327e-4,8.008061662232416e-4,8.060062465617456e-4,0.0012012138740764501,8.840075140874871e-4,0.0012064139944565
2020,32,2020-08-03,2020.5874316939892,2020-08-09,2020.603825136612,female,0.0019448363686649871,0.003135694542141295,0.002672868693315708,0.002516860908522644,0.0026260663087299776,0.0024492576804694376,0.004555399529410808,0.004867427799176182,0.004019755365543792,0.0039573505791006425,0.003286503854617896,0.005091049210924473,0.005517492708164296,0.004284976543460163,0.006568014778865976,0.004607404111015946,0.0067656401144341426,0.00944405754638206,0.007878596818777955,0.006401594026198965,0.005767119792704852,0.008065825520937807,0.00683324895428902,0.00790460076488041,0.007665364951277586,0.00742613023831921,0.0060375504865854464,0.005278267876625255,0.005065046671778663,0.004373383903372552,0.00468541108093808,0.004727014846080024,0.003307305173422107,0.004825823921693603,0.004981838633879792,0.00542908340308526,0.004649007813746687,0.0048310244045557,0.00561630328583662,0.005533094365837986,0.0051118512516052615,0.004128963922034487,0.005449885578993458,0.0038117397019696124,0.005917936736990098,0.0044305887457612245,0.00512745278757404,0.005631904973156666,0.003218899625968554,0.004591802731076329,0.003192898022971868,0.003738934416303768,0.0028600786528853693,0.003260502217811224,0.002652067628300581,0.0025012601557887625,0.0020852418093770505,0.0018044313070670536,0.0018668335098608409,0.002210046963827805,0.0016328256354974048,0.0022776498808985165,0.0015236223211765214,0.0011024116856079911,7.54005466554319e-4,0.0011700131626993324,0.0012844158626006128,5.096024970536484e-4,0.0011336123564175387,0.0017940309472143036,0.0010660109266482322,7.800058500578373e-4,0.0017264286588720033,0.0013156166426210114,7.644056183968352e-4,6.968046686044236e-4,0.0013208167744416161,6.604041935742898e-4,8.268065731274711e-4,3.432011325633059e-4,0.001196013754210651
2020,33,2020-08-10,2020.6065573770493,2020-08-16,2020.622950819672,male,0.003816940083414855,0.0032345005940119563,0.002922482122514309,0.00364532777022918,0.003629726678935282,0.005798323262531595,0.004050957786852583,0.006365189557546502,0.006370390194367517,0.006656426020355008,0.007582152752366816,0.007140090178408533,0.007504141436826126,0.009428454715250788,0.008232251599903536,0.007738175734550922,0.007836990532066834,0.011264419980728982,0.01045825161244615,0.01356857009694599,0.017178437175103447,0.014614053370672519,0.015581534230392942,0.013584174170386924,0.012008186398478806,0.011659707102012232,0.009210015570955302,0.009964154596493578,0.00923081925944987,0.008741934780205749,0.00855470364366793,0.0072493052883192835,0.006380791469564156,0.006079155333551316,0.00567350949556945,0.007114086614622255,0.006016748075591187,0.0060375504865854464,0.0064119953076371364,0.005637105536640755,0.006500406283859512,0.006838449637916147,0.006729235390917331,0.0073221154890305085,0.006094757159748407,0.005585099925233785,0.006307982586878362,0.008008616679312571,0.005689111200059001,0.004727014846080024,0.0048310244045557,0.004742616266586923,0.003369709179755342,0.0034477142929898856,0.003967751371641334,0.0039625509751080625,0.0028756795132703814,0.002917281830520651,0.002646867363344045,0.0016744269584206722,0.002412855978691718,0.0012948161205273085,0.0027560730365790635,0.00209044201816847,0.0016848272943518216,7.280050960454046e-4,0.0010764111408929447,0.0011336123564175387,8.060062465617456e-4,0.0010660109266482322,7.228050235071297e-4,0.001003609684867492,0.0016744269584206722,0.0010608108203087946,7.1240487998485e-4,0.0012584152268872082,0.00144041994990653,0.0017732302337492335,0.0012012138740764501,7.384052426877714e-4,0.0015964245052441485
2020,33,2020-08-10,2020.6065573770493,2020-08-16,2020.622950819672,female,0.002917281830520651,0.0036817303347937884,0.002808075818729408,0.004633406421319078,0.004857026826684956,0.004082160226884292,0.004414987418870811,0.006583616751733007,0.0067448374121625194,0.005715114051269498,0.008008616679312571,0.0069788682925356485,0.0067916435039738305,0.006999671088432016,0.007738175734550922,0.0061883682152110014,0.0071868966259951515,0.009724909307364592,0.011337235803609399,0.013469744407207957,0.013667395974502014,0.010421844303680755,0.0135529660281875,0.010993962102740479,0.010068174630755202,0.008814747070922528,0.00740012653149294,0.008247854072118593,0.008622314809651059,0.0067656401144341426,0.006313183217977983,0.006755238762258061,0.0065264095407653,0.007233703115713412,0.005278267876625255,0.0063339857475604045,0.007680967253394826,0.006437998520331927,0.006505606934198099,0.005434283946279259,0.006781242146596394,0.005782721525274816,0.005761919216217912,0.006562814122280046,0.007316914757024442,0.0046542082789255606,0.007967010288569753,0.00671363337435913,0.005631904973156666,0.004409786977610334,0.004435789189096282,0.004321379555807597,0.003416512233653071,0.003182497385412486,0.0025012601557887625,0.002652067628300581,0.0020852418093770505,0.001882434072264451,0.0021736454295049716,0.0017368290052038353,0.0014716208235318897,0.001518422169069036,0.0013416173069358463,0.001653626292798774,0.0010400104001397088,0.0018512329521433405,0.0010868113572177433,9.204081456366061e-4,0.0013364171730351354,0.0016900274630945603,0.0014924214163493834,0.001003609684867492,9.880093861184358e-4,5.252026522785282e-4,0.0010660109266482322,5.200026000149668e-4,5.304027050563269e-4,9.204081456366061e-4,0.0011024116856079911,0.001378018258824673,0.00131041651131466
